id,symbol,symbolName,slug,bscContract
8757,SAFEMOON,SafeMoon,safemoon,0x8076c74c5e3f5852037f31ff0093eeb8c8add8d3
7961,vBNB,Venus BNB,venus-bnb,0xA07c5b74C9B40447a954e1466938b865b6BBea36
10903,C98,Coin98,coin98,0xaec945e04baf28b135fa7c640f624f8d90f1c3a6
5614,ZLW,Zelwin,zelwin,0x5dd1e31e1a0e2e077ac98d2a4b781f418ca50387
9119,TLM,Alien Worlds,alien-worlds,0x2222227e22102fe3322098e4cbfe18cfebd57c95
7102,LINA,Linear,linear,0x762539b45a1dcce3d36d080f74d1aed37844b878
9020,TKO,Toko Token,tokocrypto,0x9f589e3eabe42ebc94a44727b3f3531c0c877809
8938,EPS,Ellipsis,ellipsis,0xa7f552078dcc247c2684336020c03648500c6d9f
8707,ALPACA,Alpaca Finance,alpaca-finance,0x8f0528ce5ef7b51152a59745befdd91d97091d2f
8384,CLV,Clover Finance,clover,0x09E889BB4D5b474f561db0491C38702F367A4e4d
7962,vBTC,Venus BTC,venus-btc,0x882C173bC7Ff3b7786CA16dfeD3DFFfb9Ee7847B
5964,TWT,Trust Wallet Token,trust-wallet-token,0x4b0f1812e5df2a09796481ff14017e6005508003
8497,BANANA,ApeSwap Finance,apeswap-finance,0x603c7f932ED1fc6575303D8Fb018fDCBb0f39a95
4842,FLG,Folgory Coin,folgory-coin,0x3aE8dAeb24d02d450eB81dEA242B1B57772aaD47
2299,ELF,aelf,aelf,0xa3f020a5c92e15be13caf0ee5c95cf79585eecc9
2776,AVA,Travala.com,travala,0x13616f44ba82d63c8c0dc3ff843d36a8ec1c05a9
5957,YFII,DFI.Money,yearn-finance-ii,0x7f70642d88cf1c4a3a7abb072b53b929b653eda5
7960,vXVS,Venus XVS,venus-xvs,0x151B1e2635A717bcDc836ECd6FbB62B674FE3E1D
8119,SFP,SafePal,safepal,0xd41fdb03ba84762dd66a0af1a6c8540ff1ba5dfb
5616,MATH,MATH,math,0xf218184af829cf2b0019f8e6f0b2423498a36983
9175,MBOX,MOBOX,mobox,0x3203c9e46ca618c8c1ce5dc67e7e9d75f5da2377
5947,TPT,TokenPocket,tokenpocket,0xeca41281c24451168a37211f0bc2b8645af45092
7963,vETH,Venus ETH,venus-eth,0xf508fCD89b8bd15579dc79A6827cB4686A3592c8
10897,ALT,Alitas,alitas,0x5ca09af27b8a4f1d636380909087536bc7e2d94d
7208,POLS,Polkastarter,polkastarter,0x7e624fa0e1c4abfd309cc15719b7e2580887f570
7463,RAMP,RAMP,ramp,0x8519ea49c997f50ceffa444d240fb655e89248aa
6193,CREAM,Cream Finance,cream-finance,0xd4cb328a82bdf5f03eb737f37fa6b370aef3e888
4807,CTK,CertiK,certik,0xa8c2b8eec3d368c0253ad3dae65a5f2bbb89c929
5810,BZRX,bZx Protocol,bzx-protocol,0x4b87642aedf10b642be4663db842ecc5a88bf5ba
10188,ATA,Automata Network,automata-network,0xa2120b9e674d3fc3875f415a7df52e382f141225
8536,MASK,Mask Network,mask-network,0x2ed9a5c8c13b93955103b9a7c167b67ef4d568a3
4890,NWC,Newscrypto,newscrypto,0x968f6f898a6df937fc1859b323ac2f14643e3fed
5410,PRQ,PARSIQ,parsiq,0xd21d29b38374528675c34936bf7d5dd693d2a577
5354,PEAK,PEAKDEFI,peakdefi,0x630d98424efe0ea27fb1b3ab7741907dffeaad78
8290,SUPER,SuperFarm,superfarm,0x51ba0b044d96c3abfca52b64d733603ccc4f0d4d
7958,vUSDC,Venus USDC,venus-usdc,0xeca88125a5adbe82614ffc12d0db554e2e2867c8
7087,DEGO,Dego Finance,dego-finance,0x3fda9383a84c05ec8f7630fe10adf1fac13241cc
8730,BELT,Belt Finance,belt,0xE0e514c71282b6f4e823703a39374Cf58dc3eA4f
2588,LOOM,Loom Network,loom-network,0xe6ce27025f13f5213bbc560dc275e292965a392f
7654,RFOX,RedFOX Labs,redfox-labs,0x0a3a21356793b49154fd3bbe91cbc2a16c0457f5
8755,NRV,Nerve Finance,nerve-finance,0x42F6f551ae042cBe50C739158b4f0CAC0Edb9096
5266,MLK,MiL.k,milk-alliance,
3714,LTO,LTO Network,lto-network,0x857b222fc79e1cbbf8ca5f78cb133d1b7cf34bbd
7311,BIFI,Beefy.Finance,beefy-finance,0xCa3F508B8e4Dd382eE878A314789373D80A5190A
7824,VAI,Vai,vai,0x4bd17003473389a42daf6a0a729f6fdb328bbbd7
5113,SURE,inSure DeFi,insure,0x9b17baadf0f21f03e35249e0e59723f34994f806
7617,SFI,saffron.finance,saffron-finance,
7798,DG,Decentral Games,decentral-games,0x9fdc3ae5c814b79dca2556564047c5e7e5449c19
3936,GNY,GNY,gny,0xe4A4Ad6E0B773f47D28f548742a23eFD73798332
7158,BURGER,Burger Swap,burger-swap,0xAe9269f27437f0fcBC232d39Ec814844a51d6b8f
7883,WELL,WELL,well-token,0xf07a32eb035b786898c00bb1c64d8c6f8e7a46d5
8602,AUCTION,Bounce Token,bounce-token,0x48DC0190dF5ece990c649A7A07bA19D3650a9572
9212,CUMMIES,CUMROCKET,cumrocket,0x27Ae27110350B98d564b9A3eeD31bAeBc82d878d
7590,DVI,Dvision Network,dvision-network,0x758fb037a375f17c7e195cc634d77da4f554255b
6928,BEL,Bella Protocol,bella-protocol,0x8443f091997f06a61670b735ed92734f5628692f
6536,OM,MANTRA DAO,mantra-dao,0xf78d2e7936f5fe18308a3b2951a93b6c4a41f5e2
7460,AQT,Alpha Quark Token,alpha-quark-token,0xda5be69074afd12354173b4350ec9117e73e92e2
1768,ADX,AdEx Network,adx-net,0x6bff4fb161347ad7de4a625ae5aa3a1ca7077819
8387,AUTO,Auto,auto,0xa184088a740c695e156f91f5cc086a06bb78b827
5893,FRONT,Frontier,frontier,0x928e55dab735aa8260af3cedada18b5f70c72f1b
7672,UNFI,Unifi Protocol DAO,unifi-protocol-dao,0x728C5baC3C3e370E372Fc4671f9ef6916b814d8B
9938,OOE,OpenOcean,openocean,0x9029fdfae9a03135846381c7ce16595c3554e10a
7502,STAX,StableXSwap,stablexswap,0x0da6ed8b13214ff28e9ca979dd37439e8a88f6c4
6993,REVV,REVV,revv,0x833f307ac507d47309fd8cdd1f835bef8d702a93
5892,ANY,Anyswap,anyswap,0xf68c9df95a18b2a5a5fa1124d79eeeffbad0b6fa
4660,TLOS,Telos,telos,0xb6c53431608e626ac81a9776ac3e999c5556717c
4118,FOR,ForTube,the-force-protocol,0x658A109C5900BC6d2357c87549B651670E5b0539
7959,vBUSD,Venus BUSD,venus-busd,0x95c78222B3D6e262426483D42CfA53685A67Ab9D
8438,HOGE,Hoge Finance,hoge-finance,0xa4fffc757e8c4f24e7b209c033c123d20983ad40
8968,PMON,Polychain Monsters,polkamon,0x1796ae0b0fa4862485106a0de9b654eFE301D0b2
4293,PERL,PERL.eco,perlin,0x0f9e4d49f25de22c2202af916b681fbb3790497b
7585,FWT,Freeway Token,freeway-token,0x893169619461d3ABA810A40b5403c62F27e703F9
5583,HAI,Hacken Token,hackenai,0xaa9e582e5751d703f85912903bacaddfed26484c
2937,VITE,VITE,vite,0x2794dad4077602ed25a88d03781528d1637898b4
8161,SPI,Shopping,shopping,0x78a18db278f9c7c9657f61da519e6ef43794dd5d
11035,SPS,Splintershards,splinterlands,0x1633b7157e7638c4d6593436111bf125ee74703f
7326,DEXE,DeXe,dexe,0x039cb485212f996a9dbb85a9a75d898f94d38da6
3935,SRK,SparkPoint,sparkpoint,0xc3440c10c4f36f354eb591b19fafb4906d449b75
9665,DPET,My DeFi Pet,my-defi-pet,0xfb62ae373aca027177d1c18ee0862817f9080d08
5794,PNT,pNetwork,pnetwork,0xdaacb0ab6fb34d24e8a67bfa14bf4d95d4c7af92
8163,XED,Exeedme,exeedme,0x5621b5a3f4a8008c4ccdd1b942b121c8b1944f1f
377,NAV,Navcoin,nav-coin,0xBFEf6cCFC830D3BaCA4F6766a0d4AaA242Ca9F3D
6942,JGN,Juggernaut,juggernaut,0xc13b7a43223bb9bf4b69bd68ab20ca1b79d81c75
9691,VRT,Venus Reward Token,venus-reward-token,0x5F84ce30DC3cF7909101C69086c50De191895883
2112,PHB,Phoenix Global,phoenix-global,
9144,RAI,RAI Finance,rai-finance,0x0e128fb9f266f0cfedeb3b789f6fd4af50d51b84
9654,SKILL,CryptoBlades,cryptoblades,0x154a9f9cbd3449ad22fdae23044319d6ef2a1fab
7942,XCUR,Curate,curate,0x708c671aa997da536869b50b6c67fa0c32ce80b2
2620,SWTH,Switcheo,switcheo,0x250b211ee44459dad5cd3bca803dd6a7ecb5d46c
9530,FARA,FaraLand,faraland,0xF4Ed363144981D3A65f42e7D0DC54FF9EEf559A1
9104,AIOZ,AIOZ Network,aioz-network,0x33d08D8C7a168333a85285a68C0042b39fC3741D
7957,vUSDT,Venus USDT,venus-usdt,0xfD5840Cd36d94D7229439859C0112a4185BC0255
3853,MTV,MultiVAC,multivac,0x8aa688ab789d1848d131c65d98ceaa8875d97ef1
3029,FLUX,Flux,zel,0xaff9084f2374585879e8b434c399e29e80cce635
5821,ALEPH,Aleph.im,aleph-im,0x82d2f8e02afb160dd5a480a617692e62de9038c4
9693,DOGGY,DOGGY,doggy,0x74926b3d118a63f6958922d3dc05eb9c6e6e00c6
2165,ERC20,ERC20,erc20,0x58730ae0faa10d73b0cddb5e7b87c3594f7a20cb
5429,DEP,DEAPcoin,deapcoin,0xcaf5191fc480f43e4df80106c7695eca56e48b18
10006,GTON,Graviton,graviton-one,0x64D5BaF5ac030e2b7c435aDD967f787ae94D0205
7952,vSXP,Venus SXP,vsxp,0x2ff3d0f6990a40261c66e1ff2017acbc282eb6d0
9148,DREP,Drep [new],drep-new,
3845,VIDT,VIDT Datalink,vidt-datalink,0x3f515f0a8e93f2e2f891ceeb3db4e62e202d7110
10932,IF,Impossible Finance,impossible-finance,0xb0e1fc65c1a741b4662b813eb787d369b8614af1
8416,FXF,Finxflo,finxflo,0x8a40c222996f9f3431f63bf80244c36822060f12
2364,TCT,TokenClub,tokenclub,0xca0a9df6a8cad800046c1ddc5755810718b65c44
2529,CAS,Cashaa,cashaa,0x780207b8c0fdc32cf60e957415bfa1f2d4d9718c
10974,CHESS,Tranchess,tranchess,0x20de22029ab63cf9A7Cf5fEB2b737Ca1eE4c82A6
1883,ADS,Adshares,adshares,0xcfcecfe2bd2fed07a9145222e8a7ad9cf1ccd22a
3388,FREE,FREE Coin,free-coin,0x12e34cdf6a031a10fe241864c32fb03a4fdad739
8972,SFUND,Seedify.fund,seedify-fund,0x477bc8d23c634c154061869478bce96be6045d12
5350,XPR,Proton,proton,0x5de3939b2f811a61d830e6f52d13b066881412ab
7533,ORAI,Oraichain Token,oraichain-token,0xA325Ad6D9c92B55A3Fc5aD7e412B1518F96441C0
11129,ZOON,CryptoZoon,cryptozoon,0x9d173e6c594f479b4d47001f8e6a95a7adda42bc
6992,SPARTA,Spartan Protocol,spartan-protocol,0x3910db0600ea925f63c36ddb1351ab6e2c6eb102
2110,DOV,Dovu,dovu,0xc9457161320210D22F0D0d5fC1309Acb383d4609
8649,OXB,Oxbull.tech,oxbull-tech,0x3fd5b5746315e3f8d43a46b09c826a001ebb977d
2465,BUX,BUX Token,bux-token,0x211ffbe424b90e25a15531ca322adf1559779e45
7975,vLINK,Venus LINK,venus-link,0x650b940a1033b8a1b1873f78730fcfc73ec11f1f
10933,IDIA,Impossible Decentralized Incubator Access,impossible-decentralized-incubator-access,0x0b15ddf19d47e6a86a56148fb4afffc6929bcb89
7332,EZ,EasyFi,easyfi,0x5512014efa6Cd57764Fa743756F7a6Ce3358cC83
4841,SUTER,suterusu,suterusu,0x4CfbBdfBd5BF0814472fF35C72717Bd095ADa055
7664,UNCX,UniCrypt,uncx,0x09a6c44c3947b69e2b45f4d51b67e6a39acfb506
8365,CWS,Crowns,crowns,0xbcf39f0edda668c58371e519af37ca705f2bfcbd
7438,ZEE,ZeroSwap,zeroswap,0x44754455564474a89358b2c2265883df993b12f0
8567,HAPI,HAPI,hapi-one,0xd9c2d319cd7e6177336b0a9c93c21cb48d84fb54
8660,BSCPAD,BSCPAD,bscpad,0x5a3010d4d8d3b5fb49f8b6e57fb9e48063f16700
9468,SPORE,Spore,spore,0x33a3d962955a3862c8093d1273344719f03ca17c
2324,ONE,BigONE Token,bigone-token,0x04baf95fd4c52fd09a56d840baee0ab8d7357bf0
8164,JULD,JulSwap,julswap,0x5a41f637c3f7553dba6ddc2d3ca92641096577ea
4704,BAN,Banano,banano,0xe20b9e246db5a0d21bf9209e4858bc9a3ff7a034
6855,BIDR,BIDR,binance-idr,0x9a2f5556e9a637e8fbce886d8e3cf8b316a1d8a2
9269,FINE,Refinable,refinable,0x4e6415a5727ea08aae4580057187923aec331227
8494,MOD,Modefi,modefi,0xd4fbc57b6233f268e7fba3b66e62719d74deecbc
4103,FLETA,FLETA,fleta,0xff8152f09e0fddd1ce1577ef6eba72f3a7c2e7db
8936,TRIAS,Trias Token (new),trias-token,0xa4838122c683f732289805fc3c207febd55babdd
9579,CORA,Corra.Finance,corra-finance,0x0962828e4b9Af3336E5AF5f696bC2F3c2cC6abb4
8265,HELMET,Helmet.insure,helmet-insure,0x948d2a81086A075b3130BAc19e4c6DEe1D2E3fE8
1556,TIME,Chrono.tech,chrono-tech,0x3b198e26E473b8faB2085b37978e36c9DE5D7f68
4804,ROOBEE,ROOBEE,roobee,0xe64f5cb844946c1f102bd25bbd87a5ab4ae89fbe
10040,WSG,Wall Street Games,wall-street-games,0xa58950f05fea2277d2608748412bf9f802ea4901
8057,$ANRX,AnRKey X,anrkey-x,0xE2e7329499E8DDb1f2b04EE4B35a8d7f6881e4ea
7219,RBC,Rubic,rubic,0x8E3BCC334657560253B83f08331d85267316e08a
9083,EQZ,Equalizer,equalizer,0x1Da87b114f35E1DC91F72bF57fc07A768Ad40Bb0
8603,MATTER,AntiMatter,antimatter,0x1c9491865a1de77c5b6e19d2e6a5f1d7a6f2b25f
405,XDN,DigitalNote,digitalnote,0xbea2576f400b070c7cdf11d1cbb49de0c84e3bcf
9110,KTN,Kattana,kattana,0xdae6c2a48bfaa66b43815c5548b10800919c993e
2342,COV,Covesting,covesting,0x0F237Db17AA4E6dE062e6f052bD9C805789b01C3
9061,RAINI,Rainicorn,rainicorn,0xeb953eda0dc65e3246f43dc8fa13f35623bdd5ed
7870,PPAY,Plasma Finance,plasma-finance,0xfb288d60D3b66F9c3e231a9a39Ed3f158a4269aA
9201,STACK,StackOs,stackos,0x6855f7bb6287F94ddcC8915E37e73a3c9fEe5CF3
8590,CYC,Cyclone Protocol,cyclone-protocol,0x810ee35443639348adbbc467b33310d2ab43c168
2341,SWFTC,SwftCoin,swftcoin,
10666,LANC,Lanceria,lanceria,0xDd848E0CbFD3771dC7845B10072d973C375271e2
7348,PRT,Portion,portion,0xAF00aAc2431b04EF6afD904d19B08D5146e3A9A0
7024,TXL,Tixl,tixl-new,0x1FFD0b47127fdd4097E54521C9E2c7f0D66AafC5
7860,CTI,ClinTex CTi,clintex-cti,0x3f670f65B9Ce89b82e82121fD68c340ac22C08D6
9491,SMG,Smaugs NFT,smaugs-nft,0x6bfd576220e8444ca4cc5f89efbd7f02a4c94c16
1779,WGR,Wagerr,wagerr,0xdBf8265B1d5244A13424f13977723AcF5395eAB2
9173,RAZE,Raze Network,raze-network,0x65e66a61D0a8F1e686C2D6083ad611a10D84D97A
8717,ODDZ,Oddz,oddz,0xcd40f2670cf58720b694968698a5514e924f742d
2855,CBC,CBC.network,casino-betting-coin,0x818ec0a7fe18ff94269904fced6ae3dae6d6dc0b
2474,MAN,Matrix AI Network,matrix-ai-network,0x772aD4f727aD96eAcab5c5c255576813B680C1D1
9482,LMT,Lympo Market Token,lympo-market-token,0x9617857e191354dbea0b714d78bc59e57c411087
8080,DYP,DeFi Yield Protocol,defi-yield-protocol,0x961C8c0B1aaD0c0b10a51FeF6a867E3091BCef17
8963,MARSH,UnMarshal,unmarshal-token,0x2FA5dAF6Fe0708fBD63b1A7D1592577284f52256
7552,HYVE,Hyve,hyve,0xF6565A97Dc832d93DC83B75EE9aa5c7e8ecB0F9d
9237,HZN,Horizon Protocol,horizon-protocol,0xc0eff7749b125444953ef89682201fb8c6a917cd
9756,VPP,Virtue Poker,virtue-poker,0xe069af87450fb51fc0d0e044617f1c134163e591
8519,XEND,Xend Finance,xend-finance,0x4a080377f83d669d7bb83b3184a8a5e61b500608
9218,MIST,Mist,mist,0x68E374F856bF25468D365E539b700b648Bf94B67
9643,DON,Don-key,don-key,0x86B3F23B6e90F5bbfac59b5b2661134Ef8Ffd255
9891,BNX,BinaryX,binaryx,0x8C851d1a123Ff703BD1f9dabe631b69902Df5f97
10408,FORM,Formation Fi,formation-fi,0x25a528af62e56512a19ce8c3cab427807c28cc19
5025,JADE,Jade Currency,jade-currency,0x330F4fe5ef44B4d0742fE8BED8ca5E29359870DF
64,PIN,Public Index Network,public-index-network,0x3b79a28264fc52c7b4cea90558aa0b162f7faf57
8255,PROS,Prosper,prosper,0xed8c8aa8299c10f067496bb66f8cc7fb338a3405
6236,XFT,Offshift,offshift,0xe138c66982fd5c890c60b94fdba1747faf092c20
8105,ROCKI,ROCKI,rocki,0xa01000c52b234a92563ba61e5649b7c76e1ba0f3
3616,BCDT,EvidenZ,evidenz,0x8683e604cdf911cd72652a04bf9d571697a86a60
9673,LOWB,Loser Coin,loser-coin,0x843d4a358471547f51534e3e51fae91cb4dc3f28
7096,BRG,Bridge Oracle,bridge-oracle,
6622,HAKKA,Hakka.Finance,hakka-finance,0x1d1eb8e8293222e1a29d2c0e4ce6c0acfd89aaac
7784,BLINK,BLink,blink,0x63870a18b6e42b01ef1ad8a2302ef50b7132054f
6261,HY,hybrix,hybrix,0x8d3437e683004bd36bf21d4d075cc10165a863e8
7430,ZEFU,Zenfuse,zenfuse,0x23ec58e45ac5313bcb6681f4f7827b8a8453ac45
8996,STARS,Mogul Productions,mogul-productions,0xbd83010eb60f12112908774998f65761cf9f6f9a
8424,DERI,Deri Protocol,deri-protocol,0xe60eaf5A997DFAe83739e035b005A33AfdCc6df5
5836,IDNA,Idena,idena,0x0de08c1abe5fb86dd7fd2ac90400ace305138d5b
8214,vDAI,Venus DAI,venus-dai,0x334b3ecb4dca3593bccc3c7ebd1a1c1d1780fbf1
3809,DOS,DOS Network,dos-network,
5919,MTRG,Meter Governance,meter-governance,0xbd2949f67dcdc549c6ebe98696449fa79d988a9f
6718,GRO,Growth DeFi,growthdefi,0x336eD56D8615271b38EcEE6F4786B55d0EE91b96
8621,WATCH,yieldwatch,yieldwatch,0x7a9f28eb62c791422aa23ceae1da9c847cbec9b0
4024,RAVEN,Raven Protocol,raven-protocol,0xcd7c5025753a49f1881b31c48caa7c517bb46308
3335,SHARD,Shard,shard,0xd8a1734945b9ba38eb19a291b475e31f49e59877
9545,NFTB,NFTb,nftb,0xde3dbbe30cfa9f437b293294d1fd64b26045c71a
8616,URUS,Aurox,urus,0x33a46b5b71f4689ff290da93e08972917a5e6634
3452,ETHO,Etho Protocol,ether-1,0x0e900aa6ed4244c43d597e6d2f8fb3994303ed99
8271,POOLZ,Poolz Finance,poolz-finance,0x77018282fd033daf370337a5367e62d8811bc885
5435,EPIC,Epic Cash,epic-cash,0x2cca66321b8f275339e622af66059ef251b38893
2856,CEEK,CEEK VR,ceek-vr,0xe0f94ac5462997d2bc57287ac3a3ae4c31345d66
8421,ARGON,Argon,argon,0x851f7a700c5d67db59612b871338a85526752c25
8385,UMB,Umbrella Network,umbrella-network,0x846f52020749715f02aef25b5d1d65e48945649d
8808,TREAT,Treat DAO,treat-dao,0xac0c7d9b063ed2c0946982ddb378e03886c064e6
10103,LSS,Lossless,lossless,0xf7686f43591302cd9b4b9c4fe1291473fae7d9c9
8643,DOWS,Shadows,shadows,0xfb7400707df3d76084fbeae0109f41b178f71c02
5634,FUSE,Fuse Network,fuse-network,0x5857c96dae9cf8511b08cb07f85753c472d36ea3
5674,PHNX,PhoenixDAO,phoenixdao,0x7e2c683EEc39813C191f6a40d259984dd5880c0A
6937,JUL,JustLiquidity,justliquidity,
9838,XSUTER,xSuter,xsuter,0x822D04D22f962d6132f53b0FA6b9409097D12550
2475,GRLC,Garlicoin,garlicoin,0x7283DfA2d8D7e277b148cc263B5d8Ae02f1076D3
8458,NUX,Peanut,peanut,0x6d8734002fbffe1c86495e32c95f732fc77f6f2a
8481,BREW,CafeSwap Token,cafeswap-token,0x790be81c3ca0e53974be2688cdb954732c9862e1
7256,MTLX,Mettalex,mettalex,0x5921dee8556c4593eefcfad3ca5e2f618606483b
6997,SAKE,SakeToken,sake-token,0x8bd778b12b15416359a227f0533ce2d91844e1ed
7791,BUNNY,Pancake Bunny,pancakebunny,0xc9849e6fdb743d08faee3e34dd2d1bc69ea11a51
7244,SATT,SaTT,satt,0x448bee2d93be708b54ee6353a7cc35c4933f1156
9289,ASAP,Chainswap,chainswap,0x3B73c1B2ea59835cbfcADade5462b6aB630D9890
7587,UTU,UTU Protocol,utu-protocol,0xed4Bb33F20F32E989AF975196E86019773A7CFf0
2001,COLX,ColossusXT,colossusxt,0xF8aCF86194443DCde55fc5B9e448e183c290D8Cb
8419,APYS,APYSwap,apyswap,0x37dfACfaeDA801437Ff648A1559d73f4C40aAcb7
6500,TFT,ThreeFold,threefold,0x8f0FB159380176D324542b3a7933F0C2Fd0c2bbf
9905,RUNE,Rune,rune,0xa9776b590bfc2f956711b3419910a5ec1f63153e
9440,MOMA,Mochi Market,mochi-market,0xB72842D6F5feDf91D22d56202802Bb9A79C6322E
9389,EARNX,EarnX,earnx,0x9c28e48ea9170d9a9cb76d338655b8bd4124bc7a
8366,WORLD,World Token,world-token,0x31ffbe9bf84b4d9d02cd40eccab4af1e2877bbc6
9279,LAUNCH,SuperLauncher,superlauncher,0xb5389a679151c4b8621b1098c6e0961a3cfee8d4
4797,SPAZ,Swapcoinz,swapcoinz,0x37109a51e712471bd2c72d8d70718627e7ff0032
7559,TAD,Tadpole Finance,tadpole-finance,
4053,QDAO,Q DAO Governance token v1.0,q-dao-governance-token,0x2bf5b0df27f31388d5b825b39bd752bed6c7f7e9
9345,BSCS,BSC Station,bsc-station,0xbcb24afb019be7e93ea9c43b7e22bb55d5b7f45d
10841,WSPP,Wolf Safe Poor People,wolf-safe-poor-people,0x46d502fac9aea7c5bc7b13c8ec9d02378c33d36f
8704,PCNT,Playcent,playcent,0xe9b9c1c38dab5eab3b7e2ad295425e89bd8db066
4297,NBX,Netbox Coin,netbox-coin,0xda2230c7b52a4249e69c604c43fa5db57809be33
8605,WOW,WOWswap,wowswap,0x4da996c5fe84755c80e108cf96fe705174c5e36a
8145,SFUEL,SparkPoint Fuel,sparkpoint-fuel,0x37ac4d6140e54304d77437a5c11924f61a2d976f
8673,TOTM,TotemFi,totemfi,0x6ff1bfa14a57594a5874b37ff6ac5efbd9f9599a
8086,DITTO,Ditto,ditto,0x233d91A0713155003fc4DcE0AFa871b508B3B715
9095,RELI,Relite Finance,relite-finance,0x7015a4b6ec17b64e09252a99f9f6e7feee6c37eb
3625,EQUAD,QuadrantProtocol,quadrantprotocol,0x564bef31ec942ffe1bff250786f76a5c5141b9f3
9149,YAE,Cryptonovae,cryptonovae,0x4ee438be38f8682abb089f2bfea48851c5e71eaf
10748,PWAR,PolkaWar,polkawar,0x16153214e683018d5aa318864c8e692b66e16778
9196,GS,Genesis Shards,genesis-shards,0x9bA4c78b048EEed69f4eD3CFddeda7B51BAF7cA8
6940,LEAD,Lead Wallet,lead-wallet,0x2ed9e96edd11a1ff5163599a66fb6f1c77fa9c66
9353,KALA,Kalata,kalata,0x32299c93960bb583a43c2220dc89152391a610c5
5775,OKS,Oikos,oikos,0x18aCf236eB40c0d4824Fb8f2582EBbEcD325Ef6a
5590,GEO,GeoDB,geodb,0xc342774492b54ce5F8ac662113ED702Fc1b34972
8351,ROOM,OptionRoom,optionroom,0x3c45a24d36ab6fc1925533c1f57bc7e1b6fba8a4
9259,FOC,TheForce Trade,theforce-trade,0x3051CFb958dcD408FBa70256073Adba943Fdf552
6986,NUTS,Squirrel Finance,squirrel-finance,0x8893d5fa71389673c5c4b9b3cb4ee1ba71207556
8962,ETNA,ETNA Network,etna-network,0x51f35073ff7cf54c9e86b7042e59a8cc9709fc46
2236,WISH,MyWish,mywish,0x8AeD24Bf6E0247bE51c57D68ad32A176bF86F4d9
8483,BRY,Berry Data,berry-data,0xf859Bf77cBe8699013d6Dbc7C2b926Aaf307F830
9114,ΤBTC,τBitcoin,t-bitcoin,0x2cd1075682b0fccaadd0ca629e138e64015ba11c
7182,BHC,BillionHappiness,billionhappiness,0x6fd7c98458a943f469e1cf4ea85b173f5cd342f4
10977,MINT,Mint Club,mint-club,0x1f3Af095CDa17d63cad238358837321e95FC5915
9024,DDOS,disBalancer,disbalancer,0x7FBEC0bb6A7152e77C30D005B5D49cbC08A602C3
8618,BMXX,Multiplier,bmultiplier,0x4131b87f74415190425ccd873048c708f8005823
7739,KIT,DexKit,dexkit,0x314593fa9a2fa16432913dBcCC96104541d32D11
8128,DFSOCIAL,DFSocial Gaming,defisocial-gaming,0x75de745a333a47Fe786e8DbBf3E9440d3d5Bc809
7783,OPEN,Open Governance Token,open-governance-token,0xabae871b7e3b67aeec6b46ae9fe1a91660aadac5
9722,FLTY,Fluity,fluity,0x83b325dbA77d55644619a4Ff29D42EE4487BCf31
1503,JUP,Jupiter,jupiter,0x0231f91e02debd20345ae8ab7d71a41f8e140ce7
3345,DAPS,DAPS Coin,daps-coin,0x8743f476de18e76884c5e6d6dc55e940596ab25d
3589,ETHM,Ethereum Meta,ethereum-meta,0x0b33542240d6fa323c796749f6d6869fdb7f13ca
9962,STARSHIP,STARSHIP,starship,0x52419258E3fa44DEAc7E670eaDD4c892B480A805
2698,HYDRO,Hydro,hydro,0xf3DBB49999B25c9D6641a9423C7ad84168D00071
8999,COLL,Collateral Pay,collateral-pay,0xa4cb040b85e94f5c0c32ea1151b20d3ab40b3493
7386,MILK2,Spaceswap MILK2,spaceswap,0x4a5a34212404f30c5ab7eb61b078fa4a55adc5a5
8452,SHIELD,Shield Protocol,shield-protocol,0x60b3bc37593853c04410c4f07fe4d6748245bf77
9709,MNTT,MoonTrust,moontrust,0x390037d710c86f88f05174599425b77c72eda305
9563,TSX,TradeStars,tradestars,0x270388e0ca29cfd7c7e73903d9d933a23d1bab39
9341,LDFI,Lendefi,lendefi,0xae1119b918f971f232fed504d48604d5fef7277f
7989,YETH,fyeth.finance,fyeth-finance,0x77dfb1dafc92c5df29996f5528ba1829941cd3bb
8731,CRX,CryptEx,cryptex,0x97a30c692ece9c317235d48287d23d358170fc40
8543,KANGAL,Kangal,kangal,0xd632Bd021a07AF70592CE1E18717Ab9aA126DECB
9262,UFARM,UniFarm,unifarm,0x0A356f512f6fCE740111ee04Ab1699017a908680
9931,SNM,SONM (BEP-20),sonm-bep20,0x46d0DAc0926fa16707042CAdC23F1EB4141fe86B
7436,BNF,BonFi,bonfi,0xca14caf9e8dd2793e7010fc48dfe6c6af8445136
8449,EGG,Goose Finance,goose-finance,0xF952Fc3ca7325Cc27D15885d37117676d25BfdA6
8877,KGO,KIWIGO,kiwigo,0x5d3afba1924ad748776e4ca62213bf7acf39d773
9346,N1,NFTify,nftify,0x5989D72a559eB0192F2d20170A43a4Bd28A1B174
10121,BNU,ByteNext,bytenext,0x4954e0062e0a7668a2fe3df924cd20e6440a7b77
7867,BCP,Bitcashpay,bitcashpay,0xB44a9B6905aF7c801311e8F4E76932ee959c663C
8713,SCB,Space Cow Boy,space-cow-boy,0xdcaf1afc07d9e1c057bd5cd144659910c4b91682
8942,PAYB,Paybswap,paybswap,0x916792fd41855914ba4b71285c8a05b866f0618b
